LV1 ;0.034866422		
LVreturn1      ;0.035438078		
LV2            ;0.034517548		
LVreturn2      ;0.036022601		
LV3            ;0.035484436		
LVreturn3      ;0.038620119		
LV4            ;0.027716815		
LVreturn4      ;0.038535941		
LV5            ;0.03431908		
LVreturn5      ;0.035609963		
LV6            ;0.03431526		
LVreturn6      ;0.038228213		
LV7            ;0.03380066		
LVreturn7      ;0.036889392		
LV8            ;0.033840479		
LVreturn8      ;0.037695201		
LV9            ;0.033724084		
LVreturn9      ;0.037953543		
LV10           ;0.032567784		
LVreturn10     ;0.039691889		
LV11           ;0.036471136		
LVreturn11     ;0.038501858		
LV12           ;0.036621486		
LVreturn12     ;0.039980669		
PH             ;0.037008125		
PHreturn       ;0.036357307		
Tsensor1       ;0.024650849		
Tsensor2       ;0.030306		
Tsensor3       ;0.026611248		
Tsensor4       ;0.023579431		
H1             ;0.049030955		
H2             ;0.028613412		
H3             ;0.020484354		
H4             ;0.024681748		
HR1            ;0.025939674		
H5             ;0.023436167		
H6             ;0.023045101		
H7             ;0.025798845		
H8             ;0.02237052		
HR2            ;0.020725565		
H9             ;0.035548187		
H10            ;0.024913568		
H11            ;0.021085506		
H12            ;0.020883278		
HR3            ;0.027934136		
